Noun,Verb,Adjective,Exclamation 
정황,먹을데,철저히,
특혜,시켜야,없엇다,
빼,했다,힘들지,
최,잘,없는것지,
실,아는,없고,
실세,하네요,없다고만,
실세,들,아니다,
구나,하고,확실히,
이대,하겠습니다,있다에,
이미지,해야,미친,
똥,하지,아니라,
학생,찍힐라,천박하고,
개,봐도,뻔한,
총장,빠져도,뻔뻔스럽게,
이,주던가,그런,
말,믿겠다,그래야지,
방구,하면,그러면,
말,않은데,있었다고해,
가지,내린,없었는데,
잡,써도,심각한,
추락,하더만,있다,
거,할,같은,
이대,막혀서,같은,
여자,생긴것도,있겠지,
이,하고,있나,
정상,닮았네,창피하지도,
나라,참,아님,
학교,생겼다,아니라,
성적,아시오,없나,
권력,거슬리게,아니라네,
개입,늙은,싫어서,
생,망친다,불쌍하네,
끝,했는데,부끄럽지,
때문,따도록,같은,
명문,한다던데,미에,
이대,자빠졌네,뻔하다,
대학,다니지도,뻔하냐,
이미지,않았으면서,없었다고,
된거,아세요,더러운,
학점,들도록,같으니,
팔이,나왔다,독하게,
세상,믿을수,있어,
출석,준다,이런,
안해,가겠,굳은,
학점,한,같은,
이건,하길,어이없다,
정말,가릴테냐,있는데,
정말,하고도,아니란다,
국민,잘못인지를,아니,
개돼지,모르는거,확실히,
넌,하는데,없겠다,
얼마,내려놔라,있었지,
인정,만든거예요,없었다는,
꼴,하는데,좁은,
절대,하네,아니다,
손바닥,바라,없었다,
하늘,한줄아나,미친,
라이,하고,있는거,
초등학생,하고해,아니지,
못,들,어떻게,
과제,길래,그러냐고,
수준,하고,이런,
내,믿어줄거라,확실히,
눈,하냐,있었다고,
줄,없어져야,확실히,
생,겠다,용감하게,
응원,갔니,비싼,
권력,됐구나,있다고,
지지,물러나,있으니,
진실,버림,없다고만,
저,받은,똑같구나,
이대,쳐,아니면,
수준,먹을,확실히,
총장,하고,안되것다,
개그,가진,확실히,
해도,않겠지,안됩니다,
해,봤음,없습니다,
진짜,한다,없습니다,
이건,쳐,없는,
뭐,맞을라,있다면,
계속,기어가고,입니다,
이제,늙은,입니다,
대학교,늙은,아니,
입학,되었나,어떻게,
비리,지키려다,궁금하네요,
이대,친다는,원하지,
최경희,모르시나,뻔한,
총장,받앗다고,야하지,
최,해야,그럼,
실,받았을까,그랬겠지,
딸,할라고,아니겠지,
특혜,감사하다는,적당히,
부정,알아야지,아니고,
긍정,보이네요,저래,
최씨,볼줄,뻔할수,
고,모르지만,있다니,
고집불통,가겠다는,그럼요,
세,하지,야한다,
쓰레기,마세요,똑똑한,
오늘,배운,그득하네,
쓰례기통,배웠어요,없는,
주무,맞는지,아닌데,
세,여기는,확실히,
쓰레기,갖지말고,없다는,
그냥,하면,아닌,
일반,됩니까,안되는데,
학생,간히,이런,
실,차리고,없다,
딸,먹읍시다,그래,
대우,싸고,같다,
우리,닦고,한심하다,
판단,버렸다고,아닙니다,
니,숨기세요,정신차려요,
특혜,하는,부끄럽지도,
말함,나올,확실히,
그게,나온,아니지,
더,가,당연한,
갑자기,될듯,섭한,
죽,빼세요,많은고,
때,된,그럼,
사실,받자고,쇠퇴해,
말,들,멋지다,
할리,남게,미친,
항상,해줘야죠,아니지,
구라,만들지,그럼,
특혜,뽑아,없네,
단지,보네,피터지게,
최,업은,그러는데,
실,들어와서,다를게,
자기,펴,없네,
딸,갈,없었겠지,
입학,쉽게,당연한거라서,
달라,내뱉다니,아니면,
학교,저질러도,같냐,
입학,모르는듯,더러운,
시,알까,있어,
뿐,키우더니,없는,
네,하시네요,확실히,
다음,다녀,있으면,
시대,받아,어떻게,
발전,늦게,그럼,
진짜,잘라,확실히,
행동,받을수가,아닌,
과거,아는데,있어도,
조선시대,가려라,아닌,
지금,들아,젊을,
어찌,남자였어도,같냐,
국민,해주고,있는,
바보,모르시는군,같네요,
누구,알면서도,두꺼우면,
이대,가만있으니까,있을까,
추락,했는지,훌륭한,
누구,했는지,많은데,
하나,느끼지도,있지,
때문,않는가,굴리,
정말,알아셔,조악하다못해,
이나라,기었냐,스럽,
누,할,아니라고,
고,겁니다,없었다고,
말,길을가야지,있으니,
할,치을,그럴,
대학,하시면,없고,
누구,쓰나요,아니면,
저리,시키던,어떤게,
잡,살아가라고,좋고,
진짜,족쳐야,도도히,
공부,되는거,추하기,
맛,했으면서,없다,
면상,되게,없는데,
오만,생겨서,싫,
독단,받았을지,험악한,
비리,늙으,같다,
돈,모셨네,그렇다면,
욕망,던지세요,없고,
술,던져야겠다,없다는,
운전,물어보고,없었단다,
음주운전,하는대로,더러워,
어빠,합시다,싫은데,
진,쉽게,딱히,
총장,받을수있는거,없고,
진실,해서,아니잖습니까,
훤히,받는다니까,아니라고,
당신,참,나쁘다,
척,꺼져라,그럼,
말,무너지는구나,그런,
이화여대,해,망할,
그냥,물들겠다,뻔뻔스럽네,
입학,생겼네,뻔한,
이화여대,참,있는,
애마,모르겠는데,없습니다,
학과,맞는거,아닌게,
애마,들어가게,확실히,
총장,줍시다,없다,
이대,갖추시길,힘들다고,
돈,올리는,좋겠다,
빽,하고,좋은,
돌,본줄,그런,
머리,아냐,그렇다,
대학,가려라,그런,
칠,받는다,민망할,
얼굴,하는거,아니고,
뭣,보면서,아니면,
년,했는데,뿐이냐,
역대,할,어이없네,
정권,하네,확실히,
아이,알면서도,아니라는,
보기,들이,뻔함에,
대한민국,되면,야할,
어른,지는,있으니,
내,는구나,이런,
부끄러움,하시는,가능한,
게,비웃는데,같은,
지도,둔다,있음,
건가,했다는데,대단한가,
손바닥,될라고,어떠신,
하늘,지난것을,아니다,
이,했다면,아니라는,
패턴,맞는거,이런,
진짜,나온,아니라,
예상,짜,같은게,
한치,나와야,뻔뻔스럽군,
오차,참,아니다,
국민,죽기전에,없네,
어디,딸께요,미,
무시,시켜주세요,같은,
뻔,됩니다,아닌가,
수,봐주시,공정했다고,
이대,됩니다,안타깝다,
개불,이어,구차하게,
쌍,알아서,없었다라고,
것,기는구나,뻔히,
일류,까는,확실해,
대학,많아지는,똑같네,
총장,건지,없네,
뭐,모르는,당연한,
진짜,그리,없는,
사람,한다,그렇다면은,
왜,하려하지,희,
최경희,두고,없어,
총장,봐라,부끄러운거,
당신,서죠져,당연히,
사퇴,줍시다,아니라고,
자격,해,중요하다,
해임,뻐기고,있는거,
개,모르겠네,그렇지,
이,봤자,확실히,
특혜,가서,있었다로,
뭐,뛰어내려라,적당히,
특혜,썩어서,있네,
실,돼,있었을꺼라고,
딸,이끌어가는,악독한,
년도,느낀다,뻔하기가,
존나,들은,같네,
맞춤법,모르고,아니라,
낱말,하는,궁금합니다,
학점,인줄,어떻게,
그냥,하기가,미친거여,
특혜,알아가,적당히,
말,합니다,부끄러운줄은,
방구,주고받을수있어,그렇고,
최,믿겠어,아니고,
실과,하려고,아닌가요,
딸,이러냐,아니올시다,
뻔,보는구나,그러고,
를,잘,확실히,
주물,봐,있는,
왜더,둬라,같구만,
대학,대는,그럼,
도전,하는,있었다고,
왜,알아라,아니까,
대야,한,같은,
총장,이러지도,없겠,
비리,저러지도,역겹다,
통,짐하구,역겹다,
이대,물러나야지,없는,
최,된다,아쉽다,
실,없애라,계시는,
우병우,해라,불쌍하다,
도데,어울린다,있었네,
체,느껴지는,확실히,
뭐길,해주는데도,스럽다,
단식,닮았네,없긴,
대박,해줘,없어,
뻔,하는거겠지,환장해서,
김혜수,갖고있겠냐,재밌었지,
말,뒤집어,무거운,
나,놓고,빡쳐서,
이대,들어온,불리하면,
여자,들,없다는,
이대,해주세요,비슷한,
권력,합시다,이런,
앞,해서,비일비재했다는,
똥,봤는데,그래,
찌꺼기,찾아야,아니야,
빨,볼수,엉뚱한,
대학,할수있는걸,있다,
기도,했다,스럽다고,
학교,할까,있을꺼다,
대통령,하면,없었다,
재학,아셨죠,비리는,
시절,하는,있었다,
정모,보소,없었다,
대학,하지,아니다,
특혜,쪽팔려서,있었니,
왜,살까,죄송하지만,
결석,써의,없네요,
해도,했겠지,있냐,
리포트,되고나서,변하는,
개발,해보자,계십니다,
발,하네,평범한,
입학,샀다매,없다,
대학,하는,소중히,
문,되었다고,인해,
영접,해주어도,있어야지,
지금,알아서,없다,
이,기는,아닌가,
뭐,보네,그럼,
거,는다,부끄럽지도,
이대,들하네,더럽다,
명성,보냐구요,있었다는거네,
이제,차리리,씁쓸하다,
땅바닥,하는게,아니다,
래인,넘,있을까요,
듯,끝난,없나요,
대통령,몰랐다면,심각합니다,
지지율,알았다면,있지,
리들리,지키려는,없다고,
더,한,그럼,
이상,감사하겠습니다,있다,
최,했니,좋겠다,
총장,사는,당연한것,
전,큰,아닌가,
이화여자대,해보시지,있을,
학교,나오셨다는데,신기하다,
학년,참,없다는,
아버지,하는,없잖아,
입다,늘었는데,없다고,
가끔,찍으신,있어,
오늘,나아지셨습니까,없다,
저녁,해본다는,없는,
수,뽑으시곤,아니었어요,
일,하세요,가능해요,
열흘,밀리는,속상하겠네요,
후,빠진게,아니라고,
일,보면,있는거겠죠,
맙시,파는,나쁜,
도,쓰는,아니란다,
염병,쓰고,뻔한,
해,받았다는데,확실해,
특혜,비추,그럴줄,
뭐,적혀,똑같구만,
말,뽑냐,확실히,
유체이탈,볼것도,죄송합니다라고,
학파,해라,똑같냐,
나,하는듯,솔직하게,
이대,보는건,아닌가요,
입학,알았으나,그런,
생각,참,확실하게,
그냥,우긴다고,미친,
사퇴,할수있는게,진실되게,
논란,모르는듯,아니라고,
학생,쳤는데,아닌지,
공부,믿겠냐,딱이었는데,
시간,믿겠다,안남겠네,
자질,알았다,입니다,
어우,한다고,있으,
관상,할,안됩니다,
별로,알아봤지,아니다,
손바닥,않습니까,빠른,
하늘만,가르쳐,똑같해,
상식,가르치는,이럴,
안통,하십니까,대단해,
상임,살아가고,이런거,
시작,살아가야,확실하게,
특혜,할,있겠는가,
총장,하겠습니다,같은,
최,할,추하시네,
실,맞네,추하게,
특혜,였고,있었다하면,
얼마나,듣는,없었다,
정양,마시지,대단하다,
특혜,안았어요,그럼,
자기,하면,아니다,
사회,되면,그럼,
지도,해서,쎄,
층,해야,아님,
인사,하는거아냐,있다,
것,지켜야지,확실히,
노상,봐도,있었다고,
손바닥,물어보세요,더럽다,
하늘,믿겠는지,뻔하니까,
것,겠지,없으신,
대학,쳐,높은,
애,겠죠,있는,
뭘,살아가고,많네,
인터뷰,합시다,한심한,
시간,된,아니라,
총장,줄아나,당연한거,
변명,듣는,아니면,
위,보는,어이없다,
지면,두지,많은데,
할애,않겠다잖아요,많은,
저런,물러,없는,
총장,터지게,아닌,
저런,핥아라,당연히,
교수,줄지도,없다,
수두,모르니까,미친,
이제,사니,시끄러운지,
대학교수,아는,솔직히,
예전,물어보고,아니,
의,적어줘야지,너무하네,
그,들어갔는지,아니면,
인격,오갔는지,무서워서,
체,바뀌었는지,뻔할,
욕망,물어보라고,있는가,
덩어리,남기,없네,
앞,맞고,나쁜,
나,걸린건,희한한,
이대,않으면,그래,
여자,하는데,있을,
졸,와,순순히,
특혜,됐는데,당하면,
식,했는지,뿐인가여,
입학,알져,있어야지,
수강,가보지,미친,
학점,였나,없었다,
관리,참,그럼,
이화여대,모아,없고,
수능,시키고,한심하다,
등급,만드는구나,더럽게,
밑,비웃으며,이런,
평가,내려다,없는,
정유,보며,아니고,
수준,살았겠지요,소상히,
이대,맞추랴,더럽고,
수강,하며,이런게,
안,해가며,없네,
학점,헐,그러니,
관리,놀아나는걸,아니라면,
최소,보며,어떻게,
밑,느끼며,있는지,
입학,넘어서,철저히,
이화여대,나려고,그렇다는데,
공부,하는데,아니라고,
수능,참,야할,
합격,썩었어,놀라운,
선,알았다,같은,
술,봐라,입니다,
음주운전,보이오,필요하는듯,
말,지가,있을수,
갑자기,내뱉고도,없는,
왜,되었노,순수하게,
최,해라,있는자는,
실딸,죽고,좋아하네,
박근혜,살자,없었다,
